id_student,code_module,code_presentation,gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,site_count,CMA,TMA,Exam,final_result
1501614,CCC,2014J,M,Lower Than A Level,80-90%,35-55,False,0,90,1371.0,82.75,88.5,58.0,Pass
1529458,CCC,2014J,F,Lower Than A Level,20-30%,35-55,False,0,30,88.0,,,,Withdrawn
1532840,CCC,2014J,M,A Level or Equivalent,20-30%,35-55,False,0,60,252.0,83.75,84.16666666666667,,Withdrawn
1552044,CCC,2014J,M,A Level or Equivalent,20-30%,35-55,False,0,30,444.0,84.75,68.5,87.5,Pass
1554143,CCC,2014J,M,A Level or Equivalent,90-100%,35-55,False,0,60,107.0,84.66666666666667,73.625,,Withdrawn
1559964,CCC,2014J,M,Lower Than A Level,30-40%,35-55,False,0,90,9.0,93.0,93.4,,Withdrawn
1561750,CCC,2014J,F,Lower Than A Level,0-10%,35-55,False,1,60,271.0,65.33333333333333,79.0,,Fail
1564630,CCC,2014J,F,Lower Than A Level,80-90%,35-55,False,0,90,232.0,91.5,71.5,66.0,Pass
1583847,CCC,2014J,F,A Level or Equivalent,60-70%,35-55,False,0,30,111.0,90.5,,,Withdrawn
1592048,CCC,2014J,M,HE Qualification,30-40%,55<=,False,0,60,1240.0,91.5,94.0,91.5,Distinction
1593442,CCC,2014J,M,HE Qualification,30-40%,35-55,False,0,60,441.0,89.75,86.5,54.0,Pass
1612600,CCC,2014J,M,Lower Than A Level,10-20%,35-55,False,0,60,490.0,89.0,84.85714285714286,76.0,Withdrawn
1634278,CCC,2014J,M,Lower Than A Level,80-90%,35-55,False,0,60,151.0,69.9,57.75,,Withdrawn
1638548,CCC,2014J,M,A Level or Equivalent,50-60%,35-55,False,1,120,6.0,,86.33333333333333,,Withdrawn
1639743,CCC,2014J,F,Lower Than A Level,80-90%,35-55,False,0,60,,,,,Withdrawn
1646172,CCC,2014J,M,A Level or Equivalent,10-20%,35-55,False,0,30,278.0,74.75,72.0,54.0,Pass
1656486,CCC,2014J,F,HE Qualification,60-70%,35-55,False,1,30,134.0,50.0,,,Withdrawn
1658963,CCC,2014J,M,A Level or Equivalent,70-80%,35-55,False,0,150,202.0,82.81818181818181,77.0,76.0,Pass
1671022,CCC,2014J,M,HE Qualification,80-90%,55<=,False,0,60,1323.0,90.5,88.75,90.0,Distinction
1674799,CCC,2014J,M,HE Qualification,70-80%,55<=,False,0,60,641.0,90.75,89.42857142857143,48.0,Pass
1681946,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,0,60,190.0,97.0,89.5,,Withdrawn
1692156,CCC,2014J,M,A Level or Equivalent,40-50%,35-55,True,0,120,1353.0,83.0,,70.0,Pass
1719166,CCC,2014J,M,Lower Than A Level,Unknown,35-55,False,0,60,47.0,,,,Withdrawn
1738582,CCC,2014J,F,HE Qualification,90-100%,35-55,True,0,120,1275.0,97.5,,86.0,Distinction
1744800,CCC,2014J,M,HE Qualification,10-20%,35-55,False,1,150,89.0,11.0,,,Withdrawn
1752098,CCC,2014J,F,A Level or Equivalent,50-60%,35-55,False,0,30,204.0,76.5,,44.0,Pass
1752813,CCC,2014J,F,HE Qualification,Unknown,35-55,False,0,60,354.0,88.0,89.25,88.0,Distinction
1773925,CCC,2014J,F,HE Qualification,0-10%,35-55,False,0,210,599.0,95.25,98.0,100.0,Distinction
1777834,CCC,2014J,F,A Level or Equivalent,80-90%,35-55,False,0,60,,,,,Pass
1808622,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,45,1286.0,96.5,91.25,60.0,Pass
1810414,CCC,2014J,M,HE Qualification,90-100%,35-55,False,0,90,182.0,75.75,56.625,34.0,Fail
1817515,CCC,2014J,M,HE Qualification,30-40%,35-55,False,0,30,423.0,89.66666666666667,76.0,,Fail
1826819,CCC,2014J,M,HE Qualification,40-50%,35-55,False,0,60,473.0,98.25,,94.0,Distinction
1828753,CCC,2014J,M,A Level or Equivalent,30-40%,35-55,False,0,70,238.0,95.25,89.25,98.0,Distinction
1829051,CCC,2014J,M,HE Qualification,90-100%,35-55,False,0,175,,,,,Withdrawn
1841267,CCC,2014J,F,A Level or Equivalent,60-70%,35-55,False,1,30,29.0,54.0,68.0,,Withdrawn
1841850,CCC,2014J,F,Lower Than A Level,10-20%,35-55,False,0,90,28.0,,74.5,,Withdrawn
1848820,CCC,2014J,M,Lower Than A Level,70-80%,35-55,False,1,30,18.0,68.5,62.0,,Fail
1850818,CCC,2014J,M,A Level or Equivalent,30-40%,35-55,False,0,30,24.0,,51.4,,Withdrawn
1851108,CCC,2014J,M,HE Qualification,80-90%,35-55,False,0,30,717.0,98.25,94.5,96.0,Distinction
1864086,CCC,2014J,M,A Level or Equivalent,70-80%,35-55,True,0,60,46.0,68.625,60.5,,Withdrawn
1874160,CCC,2014J,M,Lower Than A Level,10-20%,35-55,False,0,60,895.0,87.0,85.7,81.0,Pass
1881041,CCC,2014J,F,Lower Than A Level,70-80%,35-55,False,0,150,,,,,Withdrawn
1896088,CCC,2014J,M,A Level or Equivalent,30-40%,35-55,False,1,30,27.0,40.0,85.5,,Fail
1897054,CCC,2014J,F,A Level or Equivalent,20-30%,35-55,False,0,30,1157.0,90.0,86.75,74.0,Pass
1902240,CCC,2014J,M,A Level or Equivalent,60-70%,0-35,False,0,60,754.0,87.75,93.5,68.0,Pass
1906003,CCC,2014J,F,A Level or Equivalent,50-60%,35-55,False,0,150,305.0,59.5,63.333333333333336,68.0,Pass
1915824,CCC,2014J,F,HE Qualification,40-50%,35-55,False,0,30,1412.0,70.0,72.25,42.0,Pass
1916140,CCC,2014J,F,A Level or Equivalent,40-50%,35-55,False,0,60,205.0,89.0,80.42857142857143,67.0,Withdrawn
1930949,CCC,2014J,M,Lower Than A Level,30-40%,35-55,False,0,60,24.0,,78.0,,Withdrawn
1936285,CCC,2014J,M,HE Qualification,40-50%,35-55,False,0,120,1074.0,92.25,95.75,96.0,Distinction
1937511,CCC,2014J,F,HE Qualification,Unknown,55<=,False,1,270,,60.0,,,Withdrawn
1942491,CCC,2014J,M,HE Qualification,40-50%,35-55,False,0,30,508.0,77.75,71.75,76.0,Pass
1942870,CCC,2014J,F,Lower Than A Level,80-90%,0-35,False,0,90,1581.0,97.0,98.5,80.0,Pass
1945240,CCC,2014J,M,Lower Than A Level,50-60%,35-55,False,1,90,186.0,67.27272727272727,75.125,56.0,Withdrawn
1958121,CCC,2014J,F,A Level or Equivalent,40-50%,0-35,True,0,60,329.0,94.75,,92.0,Distinction
1960479,CCC,2014J,M,A Level or Equivalent,10-20%,35-55,True,0,30,686.0,73.25,,58.0,Pass
1961938,CCC,2014J,M,HE Qualification,80-90%,35-55,False,0,30,1035.0,98.5,93.75,86.0,Distinction
1966597,CCC,2014J,M,Lower Than A Level,70-80%,35-55,False,0,30,198.0,62.0,,,Withdrawn
1976004,CCC,2014J,F,A Level or Equivalent,90-100%,35-55,False,0,30,1.0,,,,Withdrawn
1982166,CCC,2014J,M,A Level or Equivalent,40-50%,35-55,False,0,60,517.0,80.81818181818181,87.22222222222223,68.0,Pass
1986081,CCC,2014J,F,A Level or Equivalent,60-70%,35-55,False,0,60,120.0,44.0,,,Withdrawn
1991399,CCC,2014J,F,Lower Than A Level,80-90%,0-35,False,0,120,521.0,96.0,91.4,86.5,Distinction
1994385,CCC,2014J,M,A Level or Equivalent,40-50%,35-55,False,0,60,135.0,78.0,,,Withdrawn
2009279,CCC,2014J,M,HE Qualification,20-30%,35-55,False,0,150,25.0,0.0,64.2,,Withdrawn
2013403,CCC,2014J,F,A Level or Equivalent,50-60%,35-55,False,0,60,600.0,93.0,96.75,64.0,Pass
2020916,CCC,2014J,M,Lower Than A Level,40-50%,35-55,False,0,30,106.0,68.0,73.1,50.0,Pass
2026585,CCC,2014J,M,HE Qualification,Unknown,35-55,False,0,60,1620.0,82.5,88.75,72.0,Pass
2030117,CCC,2014J,M,HE Qualification,70-80%,35-55,False,1,40,261.0,47.5,50.0,,Fail
2030241,CCC,2014J,M,Lower Than A Level,70-80%,35-55,False,0,150,,,23.333333333333332,,Withdrawn
2032057,CCC,2014J,M,A Level or Equivalent,80-90%,0-35,False,0,30,79.0,89.0,81.33333333333333,73.0,Withdrawn
2039190,CCC,2014J,F,Lower Than A Level,Unknown,35-55,False,0,120,,,96.5,96.0,Withdrawn
2041743,CCC,2014J,F,HE Qualification,30-40%,35-55,False,0,90,12.0,,,,Withdrawn
2044299,CCC,2014J,M,HE Qualification,80-90%,0-35,False,1,30,41.0,62.5,82.0,,Withdrawn
2050179,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,0,60,569.0,85.75,91.0,88.0,Distinction
2063436,CCC,2014J,F,A Level or Equivalent,10-20%,35-55,True,0,60,10.0,,,,Withdrawn
2067377,CCC,2014J,M,HE Qualification,50-60%,55<=,False,0,60,711.0,83.75,93.5,40.0,Pass
2070517,CCC,2014J,M,HE Qualification,0-10%,35-55,False,0,30,1492.0,96.25,99.0,96.0,Distinction
2078353,CCC,2014J,M,A Level or Equivalent,90-100%,35-55,False,0,30,179.0,52.0,28.75,40.0,Fail
2083701,CCC,2014J,M,Lower Than A Level,10-20%,35-55,False,0,30,405.0,82.0,90.25,72.0,Pass
2084711,CCC,2014J,M,A Level or Equivalent,40-50%,0-35,False,0,60,286.0,95.0,93.5,64.0,Pass
2091230,CCC,2014J,M,Post Graduate Qualification,10-20%,35-55,False,0,60,771.0,92.75,93.5,90.0,Distinction
2093150,CCC,2014J,M,HE Qualification,0-10%,35-55,False,0,30,1659.0,95.5,,60.0,Pass
2094849,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,30,42.0,,69.0,,Withdrawn
2096918,CCC,2014J,M,A Level or Equivalent,20-30%,35-55,False,1,30,457.0,63.5,64.25,34.0,Fail
2101566,CCC,2014J,F,HE Qualification,20-30%,35-55,False,0,90,106.0,33.0,,,Withdrawn
2112670,CCC,2014J,M,HE Qualification,80-90%,35-55,False,0,60,110.0,77.5,52.0,,Withdrawn
2127889,CCC,2014J,M,A Level or Equivalent,30-40%,35-55,False,0,60,889.0,97.0,91.5,76.0,Pass
2133234,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,0,30,122.0,75.0,,,Withdrawn
2137171,CCC,2014J,M,HE Qualification,30-40%,0-35,False,0,60,293.0,83.81818181818181,83.0,76.0,Pass
2138146,CCC,2014J,M,Lower Than A Level,90-100%,35-55,False,0,90,12.0,,80.0,,Withdrawn
2138904,CCC,2014J,F,A Level or Equivalent,20-30%,35-55,True,0,60,18.0,,,,Withdrawn
2139273,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,1,30,52.0,39.0,71.75,,Withdrawn
2142055,CCC,2014J,M,A Level or Equivalent,70-80%,0-35,False,0,30,154.0,76.25,,62.0,Pass
2142516,CCC,2014J,F,Lower Than A Level,10-20%,35-55,False,0,30,593.0,94.25,,82.0,Pass
2147889,CCC,2014J,F,A Level or Equivalent,60-70%,35-55,False,0,60,24.0,,,,Withdrawn
2149324,CCC,2014J,M,Lower Than A Level,0-10%,35-55,False,0,30,149.0,78.0,92.0,,Withdrawn
2154220,CCC,2014J,M,Lower Than A Level,90-100%,35-55,False,0,90,202.0,81.33333333333333,63.5,,Withdrawn
2159868,CCC,2014J,F,A Level or Equivalent,30-40%,35-55,False,0,30,308.0,53.0,50.5,60.0,Pass
2166000,CCC,2014J,F,A Level or Equivalent,80-90%,35-55,False,0,60,459.0,80.5,79.5,,Withdrawn
2172136,CCC,2014J,M,A Level or Equivalent,50-60%,0-35,False,0,60,277.0,100.0,92.75,95.5,Distinction
2178686,CCC,2014J,F,HE Qualification,20-30%,35-55,False,0,60,1768.0,95.0,89.75,86.0,Distinction
2179304,CCC,2014J,F,Lower Than A Level,Unknown,35-55,False,0,90,1277.0,97.33333333333333,92.5,,Withdrawn
2182333,CCC,2014J,M,A Level or Equivalent,40-50%,0-35,False,0,90,26.0,90.0,86.0,,Withdrawn
2202076,CCC,2014J,M,Lower Than A Level,70-80%,0-35,False,1,60,119.0,22.0,54.0,58.0,Withdrawn
2216442,CCC,2014J,M,No Formal quals,30-40%,0-35,False,0,90,30.0,,72.66666666666667,,Withdrawn
2230407,CCC,2014J,M,A Level or Equivalent,90-100%,35-55,False,0,30,181.0,79.5,70.0,,Withdrawn
2242383,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,0,90,86.0,33.0,,,Withdrawn
2244214,CCC,2014J,M,HE Qualification,0-10%,35-55,False,0,30,25.0,67.0,,,Withdrawn
2252437,CCC,2014J,M,Lower Than A Level,0-10%,35-55,False,1,60,213.0,50.0,76.0,,Withdrawn
2257112,CCC,2014J,M,Lower Than A Level,30-40%,35-55,False,0,30,629.0,89.81818181818181,82.77777777777777,42.0,Pass
2257740,CCC,2014J,F,A Level or Equivalent,40-50%,35-55,False,0,90,905.0,87.25,91.5,72.0,Pass
2268049,CCC,2014J,F,Lower Than A Level,80-90%,0-35,False,0,30,46.0,83.0,,,Withdrawn
2274929,CCC,2014J,M,HE Qualification,0-10%,35-55,False,0,120,48.0,44.0,,,Withdrawn
2277009,CCC,2014J,M,A Level or Equivalent,60-70%,0-35,False,0,150,354.0,61.75,68.0,48.0,Pass
2285527,CCC,2014J,M,A Level or Equivalent,30-40%,0-35,False,0,120,289.0,84.5,88.5,73.5,Pass
2289145,CCC,2014J,F,HE Qualification,90-100%,35-55,False,0,30,1088.0,76.75,78.75,54.0,Pass
2297770,CCC,2014J,M,Lower Than A Level,10-20%,35-55,False,0,30,1.0,,,,Withdrawn
2316201,CCC,2014J,M,Lower Than A Level,30-40%,0-35,False,0,60,936.0,90.75,82.25,72.0,Pass
2326041,CCC,2014J,M,Lower Than A Level,70-80%,0-35,False,0,60,387.0,,,,Withdrawn
2327472,CCC,2014J,M,HE Qualification,Unknown,35-55,False,0,30,451.0,53.5,62.9,63.0,Pass
2333156,CCC,2014J,F,Lower Than A Level,0-10%,0-35,False,0,60,1194.0,98.5,97.75,98.0,Distinction
2338535,CCC,2014J,M,HE Qualification,30-40%,35-55,False,0,60,76.0,22.0,59.25,,Withdrawn
2339333,CCC,2014J,M,HE Qualification,90-100%,35-55,False,0,30,161.0,57.75,,86.0,Pass
2340786,CCC,2014J,M,A Level or Equivalent,90-100%,35-55,False,0,30,717.0,92.5,91.3,94.5,Distinction
2345751,CCC,2014J,M,A Level or Equivalent,0-10%,0-35,False,0,60,1719.0,85.5,92.0,82.0,Pass
2358258,CCC,2014J,M,Post Graduate Qualification,Unknown,0-35,False,0,90,191.0,96.75,,82.0,Pass
2358707,CCC,2014J,F,A Level or Equivalent,90-100%,0-35,False,1,210,202.0,42.75,71.0,56.0,Withdrawn
2361633,CCC,2014J,M,A Level or Equivalent,0-10%,0-35,False,0,30,620.0,93.75,,68.0,Pass
2366117,CCC,2014J,M,Lower Than A Level,Unknown,35-55,False,0,30,1364.0,100.0,,94.0,Distinction
2367058,CCC,2014J,M,Lower Than A Level,80-90%,0-35,False,1,30,24.0,93.0,98.0,,Withdrawn
2372788,CCC,2014J,M,Lower Than A Level,10-20%,0-35,False,0,90,149.0,89.0,92.0,,Withdrawn
2373648,CCC,2014J,F,HE Qualification,20-30%,35-55,False,0,90,45.0,56.0,,,Withdrawn
2376512,CCC,2014J,M,Lower Than A Level,60-70%,0-35,False,0,30,270.0,83.5,81.75,52.0,Pass
2376717,CCC,2014J,M,HE Qualification,70-80%,0-35,False,0,210,71.0,,,,Withdrawn
2377769,CCC,2014J,F,A Level or Equivalent,10-20%,0-35,False,0,30,,,65.5,71.0,Withdrawn
2383983,CCC,2014J,M,Lower Than A Level,50-60%,0-35,False,0,90,496.0,92.75,85.5,76.0,Pass
2384666,CCC,2014J,F,Lower Than A Level,10-20%,35-55,False,0,30,144.0,63.5,76.0,,Withdrawn
2388623,CCC,2014J,F,A Level or Equivalent,90-100%,0-35,True,0,60,219.0,58.90909090909091,62.0,48.5,Fail
2393945,CCC,2014J,F,HE Qualification,30-40%,35-55,False,0,60,1076.0,66.25,70.25,40.0,Pass
2394090,CCC,2014J,F,A Level or Equivalent,30-40%,0-35,False,1,130,424.0,60.0,84.2,73.0,Pass
2396985,CCC,2014J,M,HE Qualification,50-60%,35-55,False,0,60,959.0,59.0,,38.0,Fail
2405801,CCC,2014J,M,A Level or Equivalent,90-100%,0-35,False,0,30,19.0,44.0,,,Withdrawn
2405934,CCC,2014J,M,A Level or Equivalent,20-30%,35-55,False,1,220,823.0,26.75,44.0,28.0,Fail
2410609,CCC,2014J,F,A Level or Equivalent,60-70%,0-35,False,0,60,100.0,65.0,60.75,52.0,Pass
2413037,CCC,2014J,M,HE Qualification,0-10%,35-55,False,0,90,368.0,27.0,35.0,,Withdrawn
2415526,CCC,2014J,F,A Level or Equivalent,20-30%,0-35,False,0,150,624.0,79.0,,56.0,Pass
2421961,CCC,2014J,M,A Level or Equivalent,30-40%,0-35,False,1,30,40.0,21.0,37.083333333333336,49.0,Fail
2422258,CCC,2014J,M,A Level or Equivalent,20-30%,0-35,True,0,90,,,,,Withdrawn
2424697,CCC,2014J,F,A Level or Equivalent,70-80%,0-35,False,0,60,67.0,,,,Withdrawn
2434666,CCC,2014J,M,HE Qualification,50-60%,0-35,False,0,60,213.0,90.5,95.0,100.0,Distinction
2437591,CCC,2014J,M,Lower Than A Level,30-40%,0-35,False,0,90,290.0,78.0,90.25,,Withdrawn
2439239,CCC,2014J,M,Post Graduate Qualification,Unknown,35-55,False,0,30,81.0,73.875,71.83333333333333,,Withdrawn
2451523,CCC,2014J,F,HE Qualification,40-50%,35-55,False,0,60,899.0,90.75,100.0,92.0,Distinction
2454119,CCC,2014J,F,A Level or Equivalent,60-70%,35-55,True,0,120,27.0,,,,Withdrawn
2458925,CCC,2014J,M,Lower Than A Level,80-90%,35-55,False,0,90,1105.0,62.75,57.0,28.0,Fail
2462607,CCC,2014J,F,HE Qualification,40-50%,35-55,False,0,90,849.0,93.75,,76.0,Pass
2462628,CCC,2014J,M,HE Qualification,50-60%,35-55,False,0,60,110.0,47.666666666666664,55.875,56.0,Withdrawn
2462862,CCC,2014J,F,A Level or Equivalent,10-20%,0-35,False,0,180,59.0,56.0,,,Withdrawn
2464118,CCC,2014J,M,Lower Than A Level,20-30%,0-35,False,0,60,206.0,69.33333333333333,82.0,64.0,Pass
2464386,CCC,2014J,F,A Level or Equivalent,90-100%,0-35,True,0,60,459.0,74.0,67.25,46.0,Pass
2469688,CCC,2014J,M,A Level or Equivalent,10-20%,0-35,False,0,60,395.0,86.2,89.0,68.0,Pass
2470326,CCC,2014J,M,A Level or Equivalent,10-20%,35-55,True,0,120,328.0,,20.25,,Fail
2472995,CCC,2014J,M,HE Qualification,90-100%,35-55,False,0,30,117.0,71.0,58.0,,Fail
2473058,CCC,2014J,M,A Level or Equivalent,50-60%,0-35,False,1,100,19.0,20.0,,,Withdrawn
2480654,CCC,2014J,F,Lower Than A Level,20-30%,35-55,False,0,240,,,,,Withdrawn
2483382,CCC,2014J,F,A Level or Equivalent,30-40%,0-35,True,0,60,57.0,67.0,,,Withdrawn
2485655,CCC,2014J,M,HE Qualification,20-30%,0-35,False,0,30,144.0,,85.5,,Withdrawn
2499779,CCC,2014J,F,HE Qualification,20-30%,35-55,False,0,30,245.0,76.75,70.5,36.0,Fail
2500064,CCC,2014J,M,Lower Than A Level,40-50%,0-35,False,0,120,182.0,71.0,33.5,,Fail
2502882,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,True,0,30,,,,,Withdrawn
2504694,CCC,2014J,F,Lower Than A Level,10-20%,0-35,True,0,90,,,,,Withdrawn
2517389,CCC,2014J,M,A Level or Equivalent,90-100%,0-35,False,0,120,166.0,87.5,87.5,70.0,Pass
2520539,CCC,2014J,M,A Level or Equivalent,50-60%,35-55,False,0,110,626.0,68.75,71.5,60.0,Pass
2522932,CCC,2014J,F,HE Qualification,20-30%,0-35,False,1,210,154.0,25.0,48.44444444444444,24.0,Fail
2533650,CCC,2014J,F,Lower Than A Level,60-70%,0-35,False,0,60,40.0,67.0,68.0,,Fail
2552412,CCC,2014J,F,A Level or Equivalent,90-100%,35-55,False,0,30,800.0,73.0,62.0,30.0,Fail
2554973,CCC,2014J,M,Lower Than A Level,40-50%,35-55,False,0,90,40.0,58.0,42.22222222222222,47.0,Withdrawn
2555596,CCC,2014J,M,A Level or Equivalent,30-40%,0-35,False,1,30,58.0,30.0,86.875,71.0,Withdrawn
2557563,CCC,2014J,M,HE Qualification,70-80%,0-35,False,0,95,152.0,66.0,76.25,40.0,Pass
2558071,CCC,2014J,M,Lower Than A Level,80-90%,35-55,True,0,30,748.0,63.25,,40.0,Pass
2559144,CCC,2014J,F,A Level or Equivalent,10-20%,0-35,False,0,120,210.0,81.9090909090909,70.75,98.0,Distinction
2561862,CCC,2014J,M,HE Qualification,80-90%,0-35,False,0,90,76.0,86.71428571428571,90.0,,Withdrawn
2564333,CCC,2014J,M,A Level or Equivalent,0-10%,35-55,True,1,60,145.0,51.333333333333336,75.2,,Withdrawn
2574909,CCC,2014J,M,HE Qualification,30-40%,35-55,False,0,30,135.0,74.0,61.8,,Withdrawn
2578004,CCC,2014J,F,Lower Than A Level,90-100%,0-35,False,0,60,39.0,100.0,92.0,,Withdrawn
2585270,CCC,2014J,M,A Level or Equivalent,0-10%,0-35,False,0,60,,,72.75,53.0,Withdrawn
2588294,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,30,51.0,44.0,,,Withdrawn
2590948,CCC,2014J,F,A Level or Equivalent,40-50%,0-35,False,1,60,28.0,78.0,68.0,,Fail
2593689,CCC,2014J,F,A Level or Equivalent,80-90%,35-55,False,0,90,120.0,69.0,80.0,52.0,Pass
2593755,CCC,2014J,M,Lower Than A Level,50-60%,0-35,False,0,30,245.0,58.0,60.5,60.0,Pass
2593920,CCC,2014J,F,HE Qualification,60-70%,0-35,False,0,30,270.0,77.75,81.75,70.0,Pass
2595204,CCC,2014J,M,Lower Than A Level,30-40%,0-35,False,0,90,282.0,39.25,28.0,,Fail
2595526,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,150,6.0,,,,Withdrawn
2596553,CCC,2014J,M,Lower Than A Level,10-20%,35-55,True,0,30,323.0,81.0,83.0,,Withdrawn
2598631,CCC,2014J,M,HE Qualification,20-30%,0-35,False,0,60,85.0,56.0,,,Fail
2598961,CCC,2014J,M,HE Qualification,20-30%,0-35,False,0,30,1048.0,96.25,95.375,96.0,Distinction
2599883,CCC,2014J,F,A Level or Equivalent,30-40%,0-35,False,0,240,603.0,92.54545454545455,88.88888888888889,96.0,Distinction
2609069,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,30,20.0,,46.0,,Withdrawn
2612725,CCC,2014J,M,A Level or Equivalent,80-90%,0-35,False,0,120,25.0,,,,Withdrawn
2613225,CCC,2014J,M,A Level or Equivalent,80-90%,0-35,False,0,30,1.0,,,,Withdrawn
2613746,CCC,2014J,M,A Level or Equivalent,0-10%,0-35,False,0,60,186.0,85.6,79.71428571428571,,Withdrawn
2614093,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,180,227.0,77.0,83.25,60.0,Pass
2619025,CCC,2014J,M,A Level or Equivalent,20-30%,0-35,True,0,60,880.0,82.25,85.25,44.0,Pass
2619472,CCC,2014J,M,Lower Than A Level,40-50%,0-35,True,0,120,,,,,Withdrawn
2620661,CCC,2014J,M,A Level or Equivalent,0-10%,35-55,False,0,30,159.0,84.75,68.28571428571429,70.0,Pass
2622441,CCC,2014J,M,Lower Than A Level,30-40%,35-55,False,0,120,380.0,70.0,79.85714285714286,63.5,Pass
2622627,CCC,2014J,M,HE Qualification,30-40%,0-35,True,0,180,47.0,78.0,88.83333333333333,,Withdrawn
2623427,CCC,2014J,M,Lower Than A Level,10-20%,35-55,False,0,60,129.0,80.66666666666667,73.14285714285714,,Fail
2627491,CCC,2014J,M,Lower Than A Level,90-100%,0-35,False,0,60,330.0,91.0,,,Withdrawn
2630469,CCC,2014J,M,HE Qualification,80-90%,35-55,False,0,75,34.0,56.0,,,Withdrawn
2633981,CCC,2014J,M,A Level or Equivalent,60-70%,0-35,True,1,60,67.0,,,,Withdrawn
2637000,CCC,2014J,M,A Level or Equivalent,80-90%,0-35,False,0,120,103.0,22.0,59.333333333333336,,Withdrawn
2637912,CCC,2014J,M,HE Qualification,10-20%,35-55,False,0,30,103.0,87.0,84.0,,Fail
2647893,CCC,2014J,M,HE Qualification,90-100%,35-55,False,0,30,363.0,97.25,97.5,100.0,Distinction
2650741,CCC,2014J,M,Lower Than A Level,70-80%,0-35,False,0,30,773.0,66.75,67.5,64.0,Fail
2655763,CCC,2014J,M,A Level or Equivalent,80-90%,35-55,False,0,45,231.0,17.0,33.333333333333336,,Fail
2658314,CCC,2014J,F,Lower Than A Level,80-90%,0-35,False,0,30,722.0,67.75,79.75,42.0,Pass
2668106,CCC,2014J,M,A Level or Equivalent,30-40%,35-55,False,0,30,403.0,87.75,84.28571428571429,94.0,Distinction
2672114,CCC,2014J,M,Lower Than A Level,Unknown,35-55,False,0,90,,,,,Withdrawn
2677097,CCC,2014J,F,A Level or Equivalent,40-50%,0-35,False,0,120,38.0,,76.33333333333333,49.0,Withdrawn
2681198,CCC,2014J,M,Lower Than A Level,70-80%,35-55,False,1,90,345.0,61.36363636363637,54.45454545454545,,Withdrawn
2686712,CCC,2014J,M,A Level or Equivalent,60-70%,35-55,False,0,60,395.0,82.0,79.8,,Fail
2689013,CCC,2014J,M,Post Graduate Qualification,80-90%,35-55,False,0,30,153.0,67.0,62.0,,Withdrawn
2691267,CCC,2014J,F,Lower Than A Level,80-90%,35-55,False,1,60,688.0,86.5,90.0,82.0,Pass
2691861,CCC,2014J,M,Lower Than A Level,0-10%,0-35,False,1,120,281.0,80.75,62.0,38.0,Fail
24213,DDD,2013B,F,A Level or Equivalent,40-50%,0-35,False,0,90,,,79.33333333333333,58.0,Withdrawn
40419,DDD,2013B,M,Lower Than A Level,20-30%,35-55,False,0,60,60.0,67.0,72.57142857142857,69.0,Withdrawn
41060,DDD,2013B,M,HE Qualification,70-80%,0-35,False,0,60,214.0,85.0,80.2,,Fail
43284,DDD,2013B,M,Lower Than A Level,80-90%,0-35,False,2,180,422.0,74.2,68.0,,Withdrawn
45664,DDD,2013B,M,HE Qualification,60-70%,0-35,False,1,60,405.0,49.625,55.42857142857143,40.0,Pass
52014,DDD,2013B,F,Lower Than A Level,0-10%,35-55,False,2,120,116.0,39.0,40.0,13.0,Fail
53488,DDD,2013B,F,HE Qualification,90-100%,0-35,False,0,60,601.0,94.14285714285714,69.5,73.0,Pass
53895,DDD,2013B,M,A Level or Equivalent,60-70%,35-55,False,1,60,20.0,,,,Withdrawn
55242,DDD,2013B,F,Lower Than A Level,30-40%,0-35,False,0,60,9.0,,,,Fail
57359,DDD,2013B,M,HE Qualification,40-50%,35-55,False,0,60,90.0,,,,Withdrawn
60135,DDD,2013B,F,A Level or Equivalent,Unknown,0-35,False,0,60,891.0,52.714285714285715,71.0,40.0,Pass
66579,DDD,2013B,M,Lower Than A Level,40-50%,35-55,False,0,60,245.0,83.5,57.666666666666664,,Fail
67602,DDD,2013B,M,Lower Than A Level,30-40%,0-35,False,1,60,388.0,51.142857142857146,44.166666666666664,49.0,Pass
67785,DDD,2013B,F,Lower Than A Level,20-30%,0-35,True,0,120,502.0,73.5,77.0,33.0,Pass
69491,DDD,2013B,F,Lower Than A Level,80-90%,0-35,False,4,60,176.0,73.28571428571429,60.0,51.0,Pass
72451,DDD,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,,,,,Withdrawn
76536,DDD,2013B,F,Lower Than A Level,60-70%,0-35,False,1,120,14.0,65.33333333333333,69.0,,Fail
